"Odseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državi prihodnjega prebivališèa, spolu in državljanstvu, Slovenija, letno"

"LETO";"DRŽAVA PRIHODNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Odseljeni prebivalci, stari 15 ali veè let
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";36
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";106
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";49
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";59
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";96
"2012";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";59
"2012";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";8
"2012";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";10
"2012";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";8
"2012";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2012";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";13
"2012";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";23
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";58
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";23
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";23
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";41
"2012";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";35
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";828
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1970
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";696
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";811
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1454
"2013";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";899
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";745
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1765
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";557
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";740
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1312
"2013";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";737
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";226
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";399
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";115
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";236
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";306
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";107
"2013";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";59
"2013";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";80
"2013";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";17
"2013";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";70
"2013";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";48
"2013";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";15
"2013";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";3
"2013";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";11
"2013";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2013";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";5
"2013";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";7
"2013";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2013";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";18
"2013";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";19
"2013";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2013";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";6
"2013";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";13
"2013";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2013";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";14
"2013";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";27
"2013";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2013";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";13
"2013";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";7
"2013";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";7
"2013";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";46
"2013";"....Srbija";"Državljani RS";"Moški";"Srednješolska";84
"2013";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";34
"2013";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";56
"2013";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";80
"2013";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";22
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";452
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1216
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";383
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";452
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";915
"2013";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";562
"2013";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";159
"2013";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";444
"2013";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";101
"2013";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";163
"2013";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";287
"2013";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";124
"2013";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2013";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";5
"2013";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2013";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2013";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";1
"2013";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2013";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";10
"2013";"....Francija";"Državljani RS";"Moški";"Srednješolska";33
"2013";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";12
"2013";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";11
"2013";"....Francija";"Državljani RS";"Ženske";"Srednješolska";20
"2013";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";22
"2013";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";86
"2013";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";178
"2013";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";52
"2013";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";86
"2013";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";151
"2013";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";58
"2013";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";26
"2013";"....Italija";"Državljani RS";"Moški";"Srednješolska";58
"2013";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";19
"2013";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";30
"2013";"....Italija";"Državljani RS";"Ženske";"Srednješolska";63
"2013";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";39
"2013";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";194
"2013";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";446
"2013";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";108
"2013";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";197
"2013";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";371
"2013";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";160
"2013";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2013";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";4
"2013";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2013";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2013";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";1
"2013";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2013";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";17
"2013";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";65
"2013";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";50
"2013";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";21
"2013";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";58
"2013";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";63
"2013";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";46
"2013";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";161
"2013";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";89
"2013";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";30
"2013";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";114
"2013";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";153
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";67
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";150
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";59
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";52
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";91
"2013";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";68
"2013";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";6
"2013";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";3
"2013";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";14
"2013";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2013";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";3
"2013";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2013";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";56
"2013";"....Švica";"Državljani RS";"Moški";"Srednješolska";134
"2013";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";34
"2013";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";47
"2013";"....Švica";"Državljani RS";"Ženske";"Srednješolska";80
"2013";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";50
"2013";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2013";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";3
"2013";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2013";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2013";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";1
"2013";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2013";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2013";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";10
"2013";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";9
"2013";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2013";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";7
"2013";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";13
"2013";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2013";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";8
"2013";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2013";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2013";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";2
"2013";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2013";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";11
"2013";"AZIJA";"Državljani RS";"Moški";"Srednješolska";40
"2013";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";34
"2013";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";6
"2013";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";19
"2013";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";32
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";50
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";101
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";61
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";46
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";75
"2013";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";82
"2013";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2013";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";13
"2013";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2013";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2013";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";4
"2013";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";16
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";43
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";32
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";13
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";42
"2013";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";39
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";759
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2060
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";847
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";664
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1366
"2014";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1059
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";704
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1857
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";680
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";615
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1239
"2014";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";896
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";75
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";131
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";47
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";77
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";73
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";32
"2014";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";42
"2014";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";46
"2014";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";15
"2014";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";38
"2014";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";27
"2014";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";7
"2014";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2014";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";5
"2014";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2014";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2014";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";5
"2014";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2014";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2014";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";10
"2014";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2014";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2014";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";4
"2014";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2014";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2014";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";18
"2014";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2014";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2014";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";6
"2014";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2014";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";22
"2014";"....Srbija";"Državljani RS";"Moški";"Srednješolska";52
"2014";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";16
"2014";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";30
"2014";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";31
"2014";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";16
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";548
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1537
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";568
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";470
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1071
"2014";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";778
"2014";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";225
"2014";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";659
"2014";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";152
"2014";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";167
"2014";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";426
"2014";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";214
"2014";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2014";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";4
"2014";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2014";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2014";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";1
"2014";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2014";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";8
"2014";"....Francija";"Državljani RS";"Moški";"Srednješolska";21
"2014";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2014";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";12
"2014";"....Francija";"Državljani RS";"Ženske";"Srednješolska";17
"2014";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";21
"2014";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";69
"2014";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";139
"2014";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";41
"2014";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";80
"2014";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";106
"2014";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";47
"2014";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";22
"2014";"....Italija";"Državljani RS";"Moški";"Srednješolska";60
"2014";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";21
"2014";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";26
"2014";"....Italija";"Državljani RS";"Ženske";"Srednješolska";70
"2014";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";40
"2014";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";161
"2014";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";421
"2014";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";149
"2014";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";144
"2014";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";293
"2014";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";182
"2014";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2014";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";3
"2014";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2014";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2014";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";1
"2014";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2014";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";22
"2014";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";82
"2014";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";75
"2014";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";11
"2014";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";65
"2014";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";102
"2014";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";41
"2014";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";148
"2014";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";118
"2014";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";30
"2014";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";92
"2014";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";169
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";81
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";189
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";65
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";68
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";95
"2014";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";86
"2014";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2014";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";2
"2014";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2014";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2014";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2014";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2014";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";71
"2014";"....Švica";"Državljani RS";"Moški";"Srednješolska";171
"2014";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";48
"2014";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";63
"2014";"....Švica";"Državljani RS";"Ženske";"Srednješolska";91
"2014";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";71
"2014";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2014";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";2
"2014";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2014";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2014";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";0
