OCC_CODE;OCC_TITLE;GROUP;TOT_EMP;EMP_PRSE;H_MEAN;A_MEAN;MEAN_PRSE;H_PCT10;H_PCT25;H_MEDIAN;H_PCT75;H_PCT90;A_PCT10;A_PCT25;A_MEDIAN;A_PCT75;A_PCT90;ANNUAL;HOURLY
21-1022;Healthcare Social Workers;;143.080;1,1;23,65;49.200;0,6;14,17;17,81;22,71;28,49;34,60;29.460;37.040;47.230;59.260;71.970;;
21-1023;Mental Health and Substance Abuse Social Workers;;119.960;1,6;20,13;41.880;0,5;12,12;14,84;18,56;24,24;30,51;25.210;30.870;38.600;50.420;63.460;;
21-1029;Social Workers, All Other;;69.920;1,6;25,13;52.270;0,8;14,11;18,05;24,76;31,72;37,14;29.340;37.550;51.500;65.970;77.260;;
21-1091;Health Educators;;58.150;1,6;24,17;50.270;1,5;12,85;16,46;22,03;30,13;39,15;26.730;34.240;45.830;62.670;81.430;;
21-1092;Probation Officers and Correctional Treatment Specialists;;89.900;0,7;24,64;51.240;0,8;14,86;17,52;22,69;30,20;38,82;30.920;36.440;47.200;62.820;80.750;;
21-1093;Social and Human Service Assistants;;357.500;0,9;14,47;30.100;0,5;9,03;10,82;13,56;17,20;21,59;18.780;22.510;28.200;35.770;44.910;;
21-1798;Community and Social Service Specialists, All Other*;;112.010;1,2;19,83;41.250;0,7;10,87;14,23;18,32;24,43;31,16;22.600;29.600;38.100;50.810;64.810;;
21-2011;Clergy;;42.820;2,0;23,22;48.290;1,3;11,64;15,28;21,14;28,06;37,21;24.210;31.780;43.970;58.360;77.390;;
21-2021;Directors, Religious Activities and Education;;16.840;3,6;19,52;40.600;1,5;8,90;11,82;17,39;23,86;33,42;18.520;24.580;36.170;49.640;69.520;;
21-2099;Religious Workers, All Other;;7.090;5,9;15,42;32.070;2,7;8,06;9,17;12,87;19,40;26,44;16.760;19.080;26.780;40.340;54.990;;
23-0000;Legal Occupations;major;992.650;0,5;46,60;96.940;0,6;16,44;22,71;35,86;61,95;#;34.200;47.240;74.580;128.850;#;;
23-1011;Lawyers;;561.350;0,7;62,23;129.440;0,7;26,02;36,15;54,21;79,55;#;54.130;75.200;112.760;165.470;#;;
23-1012;Judicial Law Clerks;;25.150;3,5;21,18;44.060;1,7;11,12;14,22;19,12;25,41;34,12;23.130;29.590;39.780;52.850;70.960;;
23-1021;Administrative Law Judges, Adjudicators, and Hearing Officers;;14.310;0,4;43,14;89.740;0,6;19,26;27,74;41,11;55,40;75,67;40.050;57.690;85.500;115.230;157.400;;
23-1022;Arbitrators, Mediators, and Conciliators;;6.920;4,6;31,95;66.460;3,6;14,69;18,98;26,83;40,09;55,63;30.560;39.470;55.800;83.380;115.720;;
23-1023;Judges, Magistrate Judges, and Magistrates;;25.900;0,7;50,67;105.390;0,9;16,44;28,53;57,34;68,59;#;34.190;59.340;119.270;142.670;#;;
23-2011;Paralegals and Legal Assistants*;;247.940;1,3;23,87;49.640;0,5;14,16;17,42;22,44;28,80;36,00;29.460;36.230;46.680;59.910;74.870;;
23-2091;Court Reporters;;18.430;3,1;25,61;53.270;1,7;12,36;16,84;22,93;33,24;43,89;25.710;35.030;47.700;69.140;91.280;;
23-2093;Title Examiners, Abstractors, and Searchers;;50.490;3,9;20,85;43.370;1,2;11,79;14,69;18,75;25,03;33,11;24.530;30.560;38.990;52.060;68.870;;
23-2099;Legal Support Workers, All Other;;42.160;2,1;28,51;59.310;5,5;14,78;19,09;24,91;34,73;47,66;30.740;39.710;51.800;72.240;99.140;;
25-0000;Education, Training, and Library Occupations;major;8.457.870;0,3;24,25;50.440;0,5;9,94;14,73;21,97;30,31;40,42;20.680;30.630;45.690;63.050;84.080;;
25-1011;Business Teachers, Postsecondary;;79.070;1,6;*;85.470;1,4;*;*;*;*;*;34.650;49.420;73.760;108.380;152.310;TRUE;
25-1021;Computer Science Teachers, Postsecondary;;33.080;1,6;*;78.190;1,0;*;*;*;*;*;36.180;50.750;70.300;98.840;133.180;TRUE;
25-1022;Mathematical Science Teachers, Postsecondary;;51.980;1,3;*;73.480;1,0;*;*;*;*;*;35.210;48.020;65.710;90.710;125.760;TRUE;
25-1031;Architecture Teachers, Postsecondary;;7.620;5,5;*;79.300;1,7;*;*;*;*;*;41.780;56.250;73.500;95.730;125.690;TRUE;
25-1032;Engineering Teachers, Postsecondary;;34.400;3,3;*;96.480;1,3;*;*;*;*;*;45.760;66.650;89.670;120.000;153.840;TRUE;
25-1041;Agricultural Sciences Teachers, Postsecondary;;10.600;3,3;*;81.760;1,4;*;*;*;*;*;41.630;56.840;78.370;102.590;129.360;TRUE;
25-1042;Biological Science Teachers, Postsecondary;;54.540;3,8;*;86.570;2,8;*;*;*;*;*;40.380;52.520;72.700;104.020;153.540;TRUE;
25-1043;Forestry and Conservation Science Teachers, Postsecondary;;2.410;4,4;*;81.120;2,1;*;*;*;*;*;43.430;55.840;78.290;99.120;128.410;TRUE;
25-1051;Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary;;10.680;3,2;*;90.660;1,4;*;*;*;*;*;43.980;60.040;82.840;113.920;148.970;TRUE;
25-1052;Chemistry Teachers, Postsecondary;;21.150;2,4;*;80.070;0,9;*;*;*;*;*;40.970;53.130;70.520;95.800;133.540;TRUE;
25-1053;Environmental Science Teachers, Postsecondary;;5.090;4,4;*;78.490;2,0;*;*;*;*;*;36.680;51.320;71.020;100.310;131.080;TRUE;
25-1054;Physics Teachers, Postsecondary;;13.500;2,2;*;86.560;1,2;*;*;*;*;*;43.150;56.780;77.610;107.340;143.080;TRUE;
25-1061;Anthropology and Archeology Teachers, Postsecondary;;5.850;2,4;*;80.040;1,1;*;*;*;*;*;41.320;55.870;73.600;96.350;128.690;TRUE;
25-1062;Area, Ethnic, and Cultural Studies Teachers, Postsecondary;;8.980;2,5;*;76.720;2,2;*;*;*;*;*;35.990;50.120;68.020;93.570;131.500;TRUE;
25-1063;Economics Teachers, Postsecondary;;13.020;1,6;*;92.870;1,4;*;*;*;*;*;41.260;60.290;83.370;113.670;153.100;TRUE;
25-1064;Geography Teachers, Postsecondary;;4.250;3,1;*;71.230;0,9;*;*;*;*;*;38.660;50.590;66.700;86.840;113.470;TRUE;
25-1065;Political Science Teachers, Postsecondary;;15.930;2,3;*;78.620;1,2;*;*;*;*;*;36.040;51.050;70.540;95.670;132.180;TRUE;
25-1066;Psychology Teachers, Postsecondary;;34.350;1,6;*;74.320;0,8;*;*;*;*;*;35.850;49.940;67.330;90.620;121.950;TRUE;
25-1067;Sociology Teachers, Postsecondary;;17.430;1,7;*;71.830;1,0;*;*;*;*;*;35.400;48.060;64.810;87.400;119.940;TRUE;
25-1069;Social Sciences Teachers, Postsecondary, All Other;;7.410;4,2;*;85.400;2,2;*;*;*;*;*;41.880;55.400;73.270;104.090;151.840;TRUE;
25-1071;Health Specialties Teachers, Postsecondary;;144.780;2,7;*;103.960;2,2;*;*;*;*;*;40.320;55.930;85.270;135.660;#;TRUE;
25-1072;Nursing Instructors and Teachers, Postsecondary;;54.050;1,9;*;66.010;0,6;*;*;*;*;*;38.650;49.340;62.390;79.070;99.660;TRUE;
25-1081;Education Teachers, Postsecondary;;61.450;2,3;*;64.370;0,8;*;*;*;*;*;32.510;43.930;59.140;78.180;103.870;TRUE;
25-1082;Library Science Teachers, Postsecondary;;4.370;3,5;*;66.950;1,3;*;*;*;*;*;40.350;49.890;62.720;80.960;101.080;TRUE;
25-1111;Criminal Justice and Law Enforcement Teachers, Postsecondary;;13.860;2,7;*;65.590;1,1;*;*;*;*;*;33.490;45.070;59.520;79.130;108.980;TRUE;
25-1112;Law Teachers, Postsecondary;;14.620;4,1;*;107.990;3,7;*;*;*;*;*;32.980;57.060;94.260;145.990;#;TRUE;
25-1113;Social Work Teachers, Postsecondary;;9.370;3,9;*;68.630;1,2;*;*;*;*;*;35.610;48.890;63.090;83.190;109.360;TRUE;
25-1121;Art, Drama, and Music Teachers, Postsecondary;;86.860;1,7;*;70.850;1,5;*;*;*;*;*;33.170;45.010;62.040;85.330;120.800;TRUE;
25-1122;Communications Teachers, Postsecondary;;28.590;2,0;*;67.820;1,2;*;*;*;*;*;33.480;45.010;60.300;82.950;112.620;TRUE;
25-1123;English Language and Literature Teachers, Postsecondary;;69.880;1,3;*;67.920;0,9;*;*;*;*;*;32.880;43.770;60.400;83.600;113.590;TRUE;
25-1124;Foreign Language and Literature Teachers, Postsecondary;;28.100;2,5;*;66.520;1,1;*;*;*;*;*;33.780;43.960;59.080;80.710;110.840;TRUE;
25-1125;History Teachers, Postsecondary;;23.240;1,5;*;70.860;0,9;*;*;*;*;*;33.510;47.450;64.880;86.900;116.440;TRUE;
25-1126;Philosophy and Religion Teachers, Postsecondary;;21.250;2,2;*;69.150;0,9;*;*;*;*;*;33.420;46.110;62.330;84.040;114.380;TRUE;
25-1191;Graduate Teaching Assistants;;107.790;2,0;*;34.660;1,8;*;*;*;*;*;17.430;23.480;32.750;43.050;54.020;TRUE;
25-1192;Home Economics Teachers, Postsecondary;;5.910;8,1;*;69.060;1,7;*;*;*;*;*;32.140;43.880;65.040;89.280;115.740;TRUE;
25-1193;Recreation and Fitness Studies Teachers, Postsecondary;;17.720;2,0;*;63.760;1,0;*;*;*;*;*;28.820;40.910;57.650;80.450;109.770;TRUE;
25-1194;Vocational Education Teachers, Postsecondary;;120.290;1,6;25,38;52.790;0,8;13,37;17,29;23,18;31,10;40,64;27.810;35.950;48.210;64.690;84.530;;
25-1199;Postsecondary Teachers, All Other;;183.160;3,4;*;71.280;2,1;*;*;*;*;*;30.320;42.680;59.900;88.380;129.000;TRUE;
25-2011;Preschool Teachers, Except Special Education;;369.380;1,3;14,04;29.200;1,2;8,27;9,65;12,35;16,55;22,52;17.200;20.080;25.700;34.420;46.830;;
25-2012;Kindergarten Teachers, Except Special Education;;173.330;1,3;*;51.550;1,1;*;*;*;*;*;31.720;39.250;48.800;62.050;76.490;TRUE;
25-2021;Elementary School Teachers, Except Special Education;;1.485.600;0,6;*;54.330;0,8;*;*;*;*;*;34.390;41.750;51.660;64.890;80.140;TRUE;
25-2022;Middle School Teachers, Except Special and Career/Technical Education;;655.090;1,2;*;54.880;0,6;*;*;*;*;*;34.990;42.070;51.960;65.450;80.940;TRUE;
25-2023;Career/Technical Education Teachers, Middle School;;14.600;3,9;*;54.160;0,9;*;*;*;*;*;34.860;42.150;51.470;65.000;78.160;TRUE;
25-2031;Secondary School Teachers, Except Special and Career/Technical Education;;1.053.140;1,0;*;55.990;0,6;*;*;*;*;*;35.020;42.670;53.230;67.210;83.230;TRUE;
25-2032;Career/Technical Education Teachers, Secondary School;;91.690;2,1;*;56.010;0,6;*;*;*;*;*;36.300;43.810;54.310;66.780;80.050;TRUE;
25-2041;Special Education Teachers, Preschool, Kindergarten, and Elementary School*;;226.920;1,1;*;55.220;0,9;*;*;*;*;*;34.690;42.200;52.250;65.730;81.650;TRUE;
25-2053;Special Education Teachers, Middle School;;100.510;2,0;*;56.500;1,1;*;*;*;*;*;36.360;43.340;53.440;66.680;82.860;TRUE;
25-2054;Special Education Teachers, Secondary School;;141.420;1,8;*;58.080;1,1;*;*;*;*;*;36.630;43.960;54.810;69.860;86.380;TRUE;
25-3011;Adult Basic and Secondary Education and Literacy Teachers and Instructors;;68.510;2,1;24,56;51.080;1,8;13,02;17,04;22,37;30,47;40,18;27.090;35.440;46.530;63.380;83.580;;
25-3021;Self-Enrichment Education Teachers;;160.990;1,6;19,81;41.210;0,9;9,03;12,30;17,47;25,26;33,92;18.790;25.580;36.340;52.550;70.550;;
25-3999;Teachers and Instructors, All Other*;;710.230;1,2;*;38.940;2,4;*;*;*;*;*;17.740;21.790;29.820;45.730;70.090;TRUE;
25-4011;Archivists;;5.030;3,5;23,65;49.190;1,6;12,25;16,50;21,73;29,19;38,78;25.480;34.320;45.200;60.700;80.650;;
25-4012;Curators;;10.550;2,7;25,56;53.160;1,0;13,29;17,25;23,29;31,81;41,56;27.640;35.890;48.450;66.170;86.450;;
25-4013;Museum Technicians and Conservators;;10.390;2,3;20,16;41.940;1,5;11,75;13,91;17,94;24,15;32,81;24.440;28.930;37.310;50.220;68.250;;
25-4021;Librarians;;148.240;0,7;27,09;56.360;0,4;16,15;20,86;26,20;32,63;40,15;33.590;43.390;54.500;67.860;83.510;;
25-4031;Library Technicians;;109.240;1,3;15,10;31.410;0,6;8,64;10,93;14,36;18,34;22,59;17.970;22.730;29.860;38.140;46.980;;
25-9011;Audio-Visual and Multimedia Collections Specialists;;7.740;2,7;22,07;45.910;1,5;11,33;15,48;20,53;27,75;35,25;23.570;32.190;42.710;57.730;73.310;;
25-9021;Farm and Home Management Advisors;;10.670;6,6;22,90;47.640;1,4;11,20;15,96;21,89;28,78;35,66;23.290;33.200;45.520;59.870;74.170;;
25-9031;Instructional Coordinators;;128.780;1,1;29,46;61.270;0,6;16,10;21,12;28,28;36,52;44,75;33.490;43.930;58.830;75.970;93.080;;
25-9041;Teacher Assistants;;1.249.380;0,6;*;24.880;0,6;*;*;*;*;*;16.510;18.770;23.220;29.400;36.130;TRUE;
25-9099;Education, Training, and Library Workers, All Other;;99.820;2,6;20,63;42.900;1,5;9,40;12,77;18,07;25,55;35,37;19.560;26.560;37.590;53.140;73.560;;
27-0000;Arts, Design, Entertainment, Sports, and Media Occupations;major;1.716.640;0,5;25,14;52.290;0,5;9,37;13,68;20,61;30,94;44,12;19.480;28.450;42.870;64.350;91.770;;
27-1011;Art Directors;;29.700;2,3;45,24;94.100;1,5;20,59;27,87;38,77;55,39;78,57;42.840;57.970;80.630;115.210;163.430;;
27-1012;Craft Artists;;4.790;6,1;15,39;32.010;2,5;7,98;9,31;12,95;18,37;26,72;16.590;19.370;26.930;38.210;55.580;;
27-1013;Fine Artists, Including Painters, Sculptors, and Illustrators;;10.320;6,4;25,52;53.080;2,9;9,22;14,15;21,56;31,45;43,14;19.190;29.440;44.850;65.420;89.720;;
27-1014;Multimedia Artists and Animators;;26.560;4,6;30,50;63.440;1,0;16,27;21,16;28,13;37,44;48,00;33.840;44.020;58.510;77.870;99.830;;
27-1019;Artists and Related Workers, All Other;;7.560;4,8;29,69;61.760;2,8;13,81;18,38;28,29;39,60;47,28;28.730;38.230;58.840;82.360;98.340;;
27-1021;Commercial and Industrial Designers;;28.670;3,8;29,76;61.890;1,2;15,96;20,73;27,99;37,23;45,32;33.190;43.120;58.230;77.430;94.270;;
27-1022;Fashion Designers;;15.060;5,8;35,79;74.440;1,7;15,63;21,23;31,02;43,55;62,93;32.500;44.150;64.530;90.590;130.890;;
27-1023;Floral Designers;;47.850;1,8;12,04;25.030;0,8;8,14;9,25;11,35;14,08;17,23;16.940;19.240;23.610;29.290;35.840;;
27-1024;Graphic Designers;;192.240;0,9;23,14;48.140;0,4;12,60;15,96;20,92;28,17;36,98;26.200;33.200;43.500;58.600;76.910;;
27-1025;Interior Designers;;40.120;2,4;25,05;52.100;1,0;12,68;16,96;22,25;31,09;40,82;26.380;35.280;46.280;64.670;84.900;;
27-1026;Merchandise Displayers and Window Trimmers;;64.330;2,8;13,69;28.480;0,9;8,37;9,93;12,48;16,11;20,63;17.410;20.650;25.960;33.510;42.910;;
27-1027;Set and Exhibit Designers;;8.120;5,0;24,81;51.600;1,5;12,30;15,51;22,44;32,11;40,47;25.580;32.260;46.680;66.800;84.180;;
27-1029;Designers, All Other;;8.560;4,7;24,25;50.440;1,8;10,25;14,96;21,70;31,00;41,20;21.310;31.120;45.130;64.480;85.700;;
27-2011;Actors;;54.740;13,5;28,44;*;4,5;8,58;10,78;17,44;30,19;64,04;*;*;*;*;*;;TRUE
27-2012;Producers and Directors;;83.520;2,8;42,60;88.610;2,2;15,45;21,86;32,90;53,71;#;32.140;45.470;68.440;111.720;#;;
27-2021;Athletes and Sports Competitors;;12.660;6,4;*;87.340;5,4;*;*;*;*;*;17.120;25.000;43.740;106.060;#;TRUE;
27-2022;Coaches and Scouts;;184.280;1,4;*;35.950;0,8;*;*;*;*;*;16.380;18.800;28.340;43.930;63.720;TRUE;
27-2023;Umpires, Referees, and Other Sports Officials;;15.250;4,2;*;28.900;1,9;*;*;*;*;*;16.310;18.180;22.840;34.100;50.350;TRUE;
27-2031;Dancers;;11.200;6,5;16,55;*;3,2;7,79;8,83;13,16;21,48;30,43;*;*;*;*;*;;TRUE
27-2032;Choreographers;;12.390;6,3;20,25;42.110;2,3;8,93;12,01;18,11;26,79;34,22;18.570;24.980;37.660;55.720;71.180;;
27-2041;Music Directors and Composers;;20.640;2,2;25,36;52.750;2,4;10,44;16,21;22,10;29,68;40,88;21.720;33.720;45.970;61.740;85.020;;
27-2042;Musicians and Singers;;43.350;3,2;30,22;*;3,3;8,50;12,94;22,39;39,54;60,02;*;*;*;*;*;;TRUE
27-2099;Entertainers and Performers, Sports and Related Workers, All Other;;23.510;10,3;18,60;*;2,8;8,69;10,35;14,34;22,03;33,27;*;*;*;*;*;;TRUE
27-3011;Radio and Television Announcers;;32.520;2,1;19,19;39.910;1,8;7,98;9,21;12,91;20,01;34,86;16.590;19.150;26.850;41.610;72.500;;
27-3012;Public Address System and Other Announcers;;7.580;5,8;18,19;37.840;3,9;8,14;9,20;13,42;22,63;33,71;16.940;19.140;27.910;47.080;70.120;;
27-3021;Broadcast News Analysts;;5.670;5,6;34,96;72.710;2,6;13,25;17,09;26,03;40,65;70,30;27.560;35.550;54.140;84.560;146.230;;
27-3022;Reporters and Correspondents;;45.130;2,2;21,05;43.780;1,4;9,60;12,27;16,60;24,74;36,17;19.970;25.520;34.530;51.450;75.230;;
27-3031;Public Relations Specialists;;225.590;0,9;28,44;59.150;0,5;14,69;18,73;25,05;34,53;45,77;30.560;38.960;52.090;71.820;95.200;;
27-3041;Editors;;99.160;1,6;28,53;59.340;0,9;13,89;18,26;24,75;34,44;46,54;28.880;37.980;51.470;71.640;96.800;;
27-3042;Technical Writers;;43.990;1,8;31,85;66.240;0,8;17,86;23,06;30,42;39,00;48,51;37.160;47.970;63.280;81.110;100.910;;
27-3043;Writers and Authors;;40.980;1,9;31,71;65.960;1,3;13,76;18,91;26,64;37,29;52,62;28.610;39.330;55.420;77.560;109.440;;
27-3091;Interpreters and Translators;;44.200;2,5;23,94;49.790;2,3;11,03;15,20;20,82;29,39;41,55;22.950;31.610;43.300;61.130;86.410;;
27-3099;Media and Communication Workers, All Other;;23.740;4,2;24,27;50.490;1,8;11,29;14,87;20,72;29,68;41,17;23.480;30.930;43.090;61.720;85.630;;
27-4011;Audio and Video Equipment Technicians;;47.510;3,2;21,38;44.460;1,1;11,00;14,52;19,49;26,94;35,53;22.880;30.200;40.540;56.030;73.900;;
27-4012;Broadcast Technicians;;30.520;3,0;19,79;41.170;2,4;8,76;11,10;16,89;25,20;34,78;18.220;23.100;35.120;52.410;72.350;;
27-4013;Radio Operators;;920;7,3;21,40;44.510;2,3;10,24;15,29;21,46;27,05;33,29;21.290;31.810;44.630;56.260;69.250;;
27-4014;Sound Engineering Technicians;;15.650;4,5;25,98;54.030;2,2;10,84;15,29;22,63;31,53;44,52;22.550;31.790;47.080;65.590;92.600;;
27-4021;Photographers;;54.550;1,8;17,30;35.980;1,3;8,34;9,96;14,00;21,01;30,48;17.350;20.710;29.130;43.700;63.400;;
27-4031;Camera Operators, Television, Video, and Motion Picture;;16.760;3,9;23,29;48.450;2,8;9,76;13,58;19,42;28,06;39,07;20.300;28.240;40.390;58.360;81.270;;
27-4032;Film and Video Editors;;19.930;5,5;29,75;61.890;2,3;12,48;16,88;24,49;35,80;53,78;25.960;35.120;50.930;74.470;111.860;;
27-4099;Media and Communication Equipment Workers, All Other;;16.820;3,9;30,54;63.530;1,4;12,60;18,11;29,65;40,79;50,21;26.220;37.670;61.680;84.850;104.430;;
29-0000;Healthcare Practitioners and Technical Occupations;major;7.346.580;0,3;34,27;71.280;0,2;14,34;19,97;28,12;39,17;58,70;29.830;41.530;58.490;81.470;122.100;;
29-1011;Chiropractors;;26.250;2,4;38,38;79.820;1,7;15,51;23,04;32,31;46,09;69,07;32.270;47.930;67.200;95.870;143.670;;
29-1021;Dentists, General;;87.700;2,3;76,33;158.770;1,4;34,32;48,39;67,81;#;#;71.390;100.650;141.040;#;#;;
29-1022;Oral and Maxillofacial Surgeons;;5.330;9,7;102,94;214.120;4,9;47,12;75,39;#;#;#;98.000;156.810;#;#;#;;
29-1023;Orthodontists;;5.580;9,3;96,29;200.290;4,7;34,85;64,45;#;#;#;72.490;134.050;#;#;#;;
29-1024;Prosthodontists;;670;34,7;67,12;139.620;22,6;19,89;22,19;56,92;#;#;41.370;46.160;118.400;#;#;;
29-1029;Dentists, All Other Specialists;;5.010;8,2;77,98;162.190;4,4;28,27;51,61;77,41;#;#;58.790;107.350;161.020;#;#;;
29-1031;Dietitians and Nutritionists;;53.510;1,6;26,13;54.340;0,6;16,03;20,57;25,60;31,17;36,29;33.330;42.790;53.250;64.830;75.480;;
29-1041;Optometrists;;26.480;2,6;51,32;106.750;1,4;23,86;34,44;45,67;59,91;#;49.630;71.630;94.990;124.610;#;;
29-1051;Pharmacists;;268.030;0,8;52,59;109.380;0,3;39,47;47,50;53,64;60,45;66,64;82.090;98.810;111.570;125.740;138.620;;
29-1061;Anesthesiologists;;34.820;5,0;105,82;220.100;2,2;58,01;#;#;#;#;120.660;#;#;#;#;;
29-1062;Family and General Practitioners;;97.820;2,2;83,59;173.860;0,9;41,64;60,48;78,61;#;#;86.600;125.800;163.510;#;#;;
29-1063;Internists, General;;50.070;3,6;91,10;189.480;1,6;42,10;65,88;#;#;#;87.570;137.030;#;#;#;;
29-1064;Obstetricians and Gynecologists;;19.940;3,7;101,13;210.340;1,6;48,62;76,18;#;#;#;101.130;158.450;#;#;#;;
29-1065;Pediatricians, General;;30.100;3,8;79,67;165.720;1,6;41,51;56,51;74,70;#;#;86.340;117.550;155.370;#;#;;
29-1066;Psychiatrists;;22.690;3,5;80,58;167.610;1,5;31,51;54,30;78,95;#;#;65.530;112.950;164.220;#;#;;
29-1067;Surgeons;;43.230;2,9;108,36;225.390;1,3;55,72;#;#;#;#;115.910;#;#;#;#;;
29-1069;Physicians and Surgeons, All Other;;293.740;1,7;86,96;180.870;1,0;25,73;53,77;#;#;#;53.510;111.830;#;#;#;;
29-1071;Physician Assistants;;81.420;1,9;41,89;87.140;0,5;27,62;35,12;41,54;48,89;56,60;57.450;73.040;86.410;101.690;117.720;;
29-1081;Podiatrists;;9.310;3,0;64,14;133.410;1,9;24,11;38,72;56,75;#;#;50.150;80.540;118.030;#;#;;
29-1111;Registered Nurses*;;2.655.020;0,5;32,56;67.720;0,3;21,24;25,47;31,10;37,99;45,74;44.190;52.980;64.690;79.020;95.130;;
29-1122;Occupational Therapists;;100.300;1,3;35,28;73.380;0,4;23,52;28,84;34,77;41,79;49,29;48.920;60.000;72.320;86.930;102.520;;
29-1123;Physical Therapists;;180.280;1,0;37,50;77.990;0,3;25,78;30,88;36,69;43,44;51,89;53.620;64.230;76.310;90.350;107.920;;
29-1124;Radiation Therapists;;16.590;4,3;37,64;78.290;0,9;24,49;29,73;36,05;44,03;53,15;50.950;61.850;74.980;91.590;110.550;;
29-1125;Recreational Therapists;;20.830;1,8;19,92;41.440;0,6;11,85;14,86;18,95;24,38;30,13;24.640;30.910;39.410;50.700;62.670;;
29-1126;Respiratory Therapists;;109.270;1,0;26,54;55.200;0,3;19,22;22,19;26,10;30,54;35,29;39.990;46.160;54.280;63.510;73.410;;
29-1127;Speech-Language Pathologists;;112.530;1,1;33,60;69.880;0,4;20,66;25,59;32,17;40,51;49,82;42.970;53.230;66.920;84.250;103.630;;
29-1128;Therapists, All Other*;;16.170;4,0;24,99;51.980;1,3;13,93;17,69;23,05;30,81;38,91;28.970;36.790;47.950;64.090;80.930;;
29-1131;Veterinarians;;54.480;2,3;44,51;92.570;1,2;24,00;30,96;39,44;51,53;69,82;49.910;64.390;82.040;107.190;145.230;;
29-1181;Audiologists;;12.860;4,8;33,58;69.840;1,3;20,48;26,00;32,05;39,72;49,14;42.590;54.080;66.660;82.620;102.210;;
29-1199;Health Diagnosing and Treating Practitioners, All Other;;31.390;1,9;39,34;81.830;1,9;18,50;25,19;33,32;48,38;65,75;38.480;52.400;69.310;100.640;136.770;;
29-2011;Medical and Clinical Laboratory Technologists;;164.430;1,1;27,34;56.870;0,3;18,66;22,66;26,98;31,91;36,91;38.810;47.130;56.130;66.370;76.780;;
29-2012;Medical and Clinical Laboratory Technicians;;156.480;1,3;18,36;38.190;0,4;11,64;13,92;17,44;21,97;26,94;24.210;28.950;36.280;45.690;56.040;;
29-2021;Dental Hygienists;;177.520;1,3;33,02;68.680;0,6;21,64;26,89;32,81;39,10;45,11;45.000;55.930;68.250;81.340;93.820;;
29-2031;Cardiovascular Technologists and Technicians;;48.720;1,4;24,38;50.720;0,5;12,79;16,70;23,75;30,86;37,03;26.610;34.750;49.410;64.190;77.020;;
29-2032;Diagnostic Medical Sonographers;;53.010;1,5;31,20;64.900;0,4;21,59;25,87;30,95;36,20;42,54;44.900;53.810;64.380;75.290;88.490;;
29-2033;Nuclear Medicine Technologists;;21.600;2,2;33,20;69.050;0,5;23,62;27,81;32,96;38,71;44,21;49.130;57.840;68.560;80.520;91.970;;
29-2037;Radiologic Technologists and Technicians*;;216.730;0,9;26,80;55.730;0,6;17,55;21,25;26,13;31,53;36,95;36.510;44.200;54.340;65.590;76.850;;
29-2041;Emergency Medical Technicians and Paramedics;;221.760;1,3;16,01;33.300;0,7;9,48;11,57;14,60;19,03;24,70;19.710;24.070;30.360;39.590;51.370;;
29-2051;Dietetic Technicians;;23.890;2,6;13,86;28.820;0,7;8,60;10,09;13,01;16,95;20,67;17.900;20.980;27.060;35.260;43.000;;
29-2052;Pharmacy Technicians;;333.500;0,8;14,10;29.330;0,3;9,54;11,24;13,65;16,62;19,57;19.840;23.370;28.400;34.560;40.710;;
29-2053;Psychiatric Technicians;;72.650;1,7;15,15;31.520;1,7;8,86;10,72;13,80;18,02;24,25;18.420;22.290;28.710;37.470;50.430;;
29-2054;Respiratory Therapy Technicians;;13.570;2,1;22,28;46.340;0,5;14,25;17,65;21,74;26,68;31,70;29.630;36.720;45.210;55.490;65.930;;
29-2055;Surgical Technologists;;92.260;1,3;19,86;41.310;0,4;13,51;16,06;19,19;22,87;27,56;28.100;33.400;39.920;47.570;57.330;;
29-2056;Veterinary Technologists and Technicians;;79.870;2,2;14,92;31.030;0,6;9,85;11,77;14,28;17,45;21,17;20.500;24.480;29.710;36.300;44.030;;
29-2061;Licensed Practical and Licensed Vocational Nurses;;730.290;0,6;19,88;41.360;0,2;14,27;16,47;19,42;22,79;26,93;29.680;34.260;40.380;47.400;56.010;;
29-2071;Medical Records and Health Information Technicians;;176.090;0,9;16,83;35.010;0,4;10,21;12,29;15,55;20,27;25,69;21.240;25.570;32.350;42.170;53.430;;
29-2081;Opticians, Dispensing;;62.200;2,3;16,73;34.800;0,8;10,13;12,52;15,84;20,17;24,41;21.070;26.040;32.940;41.960;50.780;;
29-2091;Orthotists and Prosthetists;;5.940;5,1;33,14;68.930;1,7;16,20;21,58;31,28;41,24;51,34;33.690;44.890;65.060;85.770;106.800;;
29-2799;Health Technologists and Technicians, All Other*;;87.900;1,8;20,31;42.240;0,5;12,30;14,84;18,49;24,50;31,04;25.590;30.860;38.460;50.970;64.560;;
29-9011;Occupational Health and Safety Specialists;;54.680;1,1;31,54;65.610;0,4;18,64;23,76;31,09;38,67;45,28;38.780;49.410;64.660;80.430;94.180;;
29-9012;Occupational Health and Safety Technicians;;10.040;2,5;22,85;47.520;0,9;13,26;16,81;21,79;27,83;34,72;27.580;34.960;45.330;57.890;72.220;;
