"Priseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državljanstvu, državi prejšnjega prebivališèa in spolu, Slovenija, letno"

"LETO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Priseljeni prebivalci, stari 15 ali veè let
"2012";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";43
"2012";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";81
"2012";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";25
"2012";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";54
"2012";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";63
"2012";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";16
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";14
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";19
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";12
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";31
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";12
"2012";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";5
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";9
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";4
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";11
"2012";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";4
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";3
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";2
"2012";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1915
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3912
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";483
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1793
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1342
"2013";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";581
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1838
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3795
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";409
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1690
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1265
"2013";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";546
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1359
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3014
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";184
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1321
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";993
"2013";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";358
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";533
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";1493
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";23
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";644
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";452
"2013";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";84
"2013";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";9
"2013";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";17
"2013";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2013";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";24
"2013";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";13
"2013";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2013";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";295
"2013";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";198
"2013";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2013";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";261
"2013";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";159
"2013";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";41
"2013";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";144
"2013";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";216
"2013";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";28
"2013";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";188
"2013";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";131
"2013";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";71
"2013";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";208
"2013";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";501
"2013";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";66
"2013";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";122
"2013";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";111
"2013";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";90
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";416
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";727
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";134
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";237
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";209
"2013";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";118
"2013";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";7
"2013";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";26
"2013";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";9
"2013";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";7
"2013";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";8
"2013";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2013";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3
"2013";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";3
"2013";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2013";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";0
"2013";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";2
"2013";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2013";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";180
"2013";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";222
"2013";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";13
"2013";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";62
"2013";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";55
"2013";"....Bolgarija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";11
"2013";"....Hrvaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";170
"2013";"....Hrvaška";"Tuji državljani";"Moški";"Srednješolska";589
"2013";"....Hrvaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";63
"2013";"....Hrvaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";82
"2013";"....Hrvaška";"Tuji državljani";"Ženske";"Srednješolska";127
"2013";"....Hrvaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";65
"2013";"....Italija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";78
"2013";"....Italija";"Tuji državljani";"Moški";"Srednješolska";166
"2013";"....Italija";"Tuji državljani";"Moški";"Višješolska, visokošolska";28
"2013";"....Italija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";51
"2013";"....Italija";"Tuji državljani";"Ženske";"Srednješolska";44
"2013";"....Italija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";25
"2013";"....Nemèija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";19
"2013";"....Nemèija";"Tuji državljani";"Moški";"Srednješolska";59
"2013";"....Nemèija";"Tuji državljani";"Moški";"Višješolska, visokošolska";10
"2013";"....Nemèija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";27
"2013";"....Nemèija";"Tuji državljani";"Ženske";"Srednješolska";17
"2013";"....Nemèija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";10
"2013";"....Slovaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";25
"2013";"....Slovaška";"Tuji državljani";"Moški";"Srednješolska";41
"2013";"....Slovaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2013";"....Slovaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";25
"2013";"....Slovaška";"Tuji državljani";"Ženske";"Srednješolska";28
"2013";"....Slovaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2013";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";11
"2013";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Srednješolska";15
"2013";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Višješolska, visokošolska";15
"2013";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";6
"2013";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Srednješolska";8
"2013";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";5
"2013";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Osnovnošolska ali manj";93
"2013";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Srednješolska";195
"2013";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Višješolska, visokošolska";54
"2013";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";59
"2013";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Srednješolska";47
"2013";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Višješolska, visokošolska";52
"2013";"- Druge evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";63
"2013";"- Druge evropske države";"Tuji državljani";"Moški";"Srednješolska";54
"2013";"- Druge evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";91
"2013";"- Druge evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";132
"2013";"- Druge evropske države";"Tuji državljani";"Ženske";"Srednješolska";63
"2013";"- Druge evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";70
"2013";"....Ruska federacija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";41
"2013";"....Ruska federacija";"Tuji državljani";"Moški";"Srednješolska";20
"2013";"....Ruska federacija";"Tuji državljani";"Moški";"Višješolska, visokošolska";72
"2013";"....Ruska federacija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";59
"2013";"....Ruska federacija";"Tuji državljani";"Ženske";"Srednješolska";33
"2013";"....Ruska federacija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";43
"2013";"....Švica";"Tuji državljani";"Moški";"Osnovnošolska ali manj";2
"2013";"....Švica";"Tuji državljani";"Moški";"Srednješolska";3
"2013";"....Švica";"Tuji državljani";"Moški";"Višješolska, visokošolska";0
"2013";"....Švica";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";3
"2013";"....Švica";"Tuji državljani";"Ženske";"Srednješolska";2
"2013";"....Švica";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2013";"....Ukrajina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";15
"2013";"....Ukrajina";"Tuji državljani";"Moški";"Srednješolska";25
"2013";"....Ukrajina";"Tuji državljani";"Moški";"Višješolska, visokošolska";16
"2013";"....Ukrajina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";51
"2013";"....Ukrajina";"Tuji državljani";"Ženske";"Srednješolska";20
"2013";"....Ukrajina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";25
"2013";"....ostale evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";5
"2013";"....ostale evropske države";"Tuji državljani";"Moški";"Srednješolska";6
"2013";"....ostale evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2013";"....ostale evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";19
"2013";"....ostale evropske države";"Tuji državljani";"Ženske";"Srednješolska";8
"2013";"....ostale evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2013";"AFRIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";16
"2013";"AFRIKA";"Tuji državljani";"Moški";"Srednješolska";20
"2013";"AFRIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";12
"2013";"AFRIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";6
"2013";"AFRIKA";"Tuji državljani";"Ženske";"Srednješolska";2
"2013";"AFRIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2013";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";39
"2013";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";64
"2013";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";38
"2013";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";58
"2013";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";47
"2013";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";21
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";13
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";21
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";20
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";25
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";17
"2013";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";5
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";7
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";3
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";11
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";8
"2013";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";5
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";3
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";3
"2013";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1799
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3620
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";532
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1734
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1369
"2014";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";679
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1726
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3507
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";464
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1651
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1301
"2014";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";631
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1065
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";2209
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";128
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1158
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";863
"2014";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";332
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";408
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";1277
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";30
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";558
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";407
"2014";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";140
"2014";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";15
"2014";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";24
"2014";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";8
"2014";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";12
"2014";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";13
"2014";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2014";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";291
"2014";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";191
"2014";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";8
"2014";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";276
"2014";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";194
"2014";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";55
"2014";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";144
"2014";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";212
"2014";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";32
"2014";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";181
"2014";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";128
"2014";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";47
"2014";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";207
"2014";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";505
"2014";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";50
"2014";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";131
"2014";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";121
"2014";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";84
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";553
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";1231
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";212
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";333
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";364
"2014";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";208
"2014";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";10
"2014";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";32
"2014";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";6
"2014";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";13
"2014";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";6
"2014";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2014";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2014";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";4
"2014";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2014";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";0
"2014";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";0
"2014";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2014";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";241
"2014";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";296
"2014";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";18
"2014";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";48
"2014";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";52
"2014";"....Bolgarija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";5
"2014";"....Hrvaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";95
"2014";"....Hrvaška";"Tuji državljani";"Moški";"Srednješolska";474
"2014";"....Hrvaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";67
"2014";"....Hrvaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";99
"2014";"....Hrvaška";"Tuji državljani";"Ženske";"Srednješolska";147
"2014";"....Hrvaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";89
"2014";"....Italija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";61
"2014";"....Italija";"Tuji državljani";"Moški";"Srednješolska";191
"2014";"....Italija";"Tuji državljani";"Moški";"Višješolska, visokošolska";47
"2014";"....Italija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";59
"2014";"....Italija";"Tuji državljani";"Ženske";"Srednješolska";62
"2014";"....Italija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";32
"2014";"....Nemèija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";23
"2014";"....Nemèija";"Tuji državljani";"Moški";"Srednješolska";46
"2014";"....Nemèija";"Tuji državljani";"Moški";"Višješolska, visokošolska";13
"2014";"....Nemèija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";35
"2014";"....Nemèija";"Tuji državljani";"Ženske";"Srednješolska";15
"2014";"....Nemèija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2014";"....Slovaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";21
"2014";"....Slovaška";"Tuji državljani";"Moški";"Srednješolska";39
"2014";"....Slovaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2014";"....Slovaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";17
"2014";"....Slovaška";"Tuji državljani";"Ženske";"Srednješolska";33
"2014";"....Slovaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2014";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";16
"2014";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Srednješolska";17
"2014";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Višješolska, visokošolska";11
"2014";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";8
"2014";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Srednješolska";5
"2014";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2014";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Osnovnošolska ali manj";82
"2014";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Srednješolska";132
"2014";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Višješolska, visokošolska";45
"2014";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";54
"2014";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Srednješolska";44
"2014";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Višješolska, visokošolska";58
"2014";"- Druge evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";108
"2014";"- Druge evropske države";"Tuji državljani";"Moški";"Srednješolska";67
"2014";"- Druge evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";124
"2014";"- Druge evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";160
"2014";"- Druge evropske države";"Tuji državljani";"Ženske";"Srednješolska";74
"2014";"- Druge evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";91
"2014";"....Ruska federacija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";67
"2014";"....Ruska federacija";"Tuji državljani";"Moški";"Srednješolska";26
"2014";"....Ruska federacija";"Tuji državljani";"Moški";"Višješolska, visokošolska";102
"2014";"....Ruska federacija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";85
"2014";"....Ruska federacija";"Tuji državljani";"Ženske";"Srednješolska";42
