occ_code;occ_title;group;tot_emp;emp_prse;h_mean;a_mean;mean_prse;h_pct10;h_pct25;h_median;h_pct75;h_pct90;a_pct10;a_pct25;a_median;a_pct75;a_pct90;annual;hourly
25-0000;Education, training, and library occupations;major;       8316360;       0.3;         22.41;         46610;           0.4;          9.29;         13.73;         20.47;         28.25;         37.42;         19330;         28550;         42580;         58770;         77830;;
25-1011;Business teachers, postsecondary;;         67700;       1.8;*;         73240;           0.9;*;*;*;*;*;         32770;         45100;         64900;         93540;        125400;TRUE;
25-1021;Computer science teachers, postsecondary;;         33840;       2.0;*;         69660;           1.0;*;*;*;*;*;         33720;         45240;         62020;         88390;        116460;TRUE;
25-1022;Mathematical science teachers, postsecondary;;         44560;       1.4;*;         65450;           0.9;*;*;*;*;*;         32690;         43480;         58560;         80060;        108900;TRUE;
25-1031;Architecture teachers, postsecondary;;          6070;       5.6;*;         71480;           1.3;*;*;*;*;*;         41080;         53370;         68540;         86500;        107030;TRUE;
25-1032;Engineering teachers, postsecondary;;         32360;       3.6;*;         85260;           1.2;*;*;*;*;*;         43090;         59040;         79510;        105720;        133920;TRUE;
25-1041;Agricultural sciences teachers, postsecondary;;         10700;       6.2;*;         80280;           1.5;*;*;*;*;*;         43050;         58000;         78460;         98260;        123140;TRUE;
25-1042;Biological science teachers, postsecondary;;         52560;       7.7;*;         84130;           3.0;*;*;*;*;*;         39100;         51300;         71780;        102930;#;TRUE;
25-1043;Forestry and conservation science teachers, postsecondary;;          2640;       5.4;*;         67530;           2.0;*;*;*;*;*;         36270;         47360;         63790;         85630;        104110;TRUE;
25-1051;Atmospheric, earth, marine, and space sciences teachers, postsecondary;;          9030;       3.0;*;         78890;           1.1;*;*;*;*;*;         39840;         52410;         73280;        100010;        128280;TRUE;
25-1052;Chemistry teachers, postsecondary;;         19800;       2.0;*;         72900;           1.2;*;*;*;*;*;         37810;         48790;         63870;         88490;        122080;TRUE;
25-1053;Environmental science teachers, postsecondary;;          4470;       4.1;*;         75220;           2.8;*;*;*;*;*;         35120;         47600;         64850;         91500;        125530;TRUE;
25-1054;Physics teachers, postsecondary;;         12530;       2.8;*;         77440;           1.0;*;*;*;*;*;         40580;         51660;         70090;         95270;        125730;TRUE;
25-1061;Anthropology and archeology teachers, postsecondary;;          5290;       3.6;*;         69420;           0.9;*;*;*;*;*;         38840;         49880;         64530;         84320;        109510;TRUE;
25-1062;Area, ethnic, and cultural studies teachers, postsecondary;;          7280;       6.2;*;         67770;           1.7;*;*;*;*;*;         32940;         44930;         59150;         83140;        114840;TRUE;
25-1063;Economics teachers, postsecondary;;         12840;       2.4;*;         83030;           1.2;*;*;*;*;*;         41650;         55220;         75300;        101100;        135380;TRUE;
25-1064;Geography teachers, postsecondary;;          4050;       3.5;*;         65810;           1.2;*;*;*;*;*;         36070;         49250;         61310;         80140;        103900;TRUE;
25-1065;Political science teachers, postsecondary;;         14160;       2.2;*;         70350;           0.9;*;*;*;*;*;         35600;         48180;         63100;         84870;        116010;TRUE;
25-1066;Psychology teachers, postsecondary;;         30590;       1.9;*;         66460;           0.7;*;*;*;*;*;         34030;         45710;         60610;         81330;        107280;TRUE;
25-1067;Sociology teachers, postsecondary;;         16130;       1.8;*;         65230;           1.4;*;*;*;*;*;         31310;         43330;         58160;         78390;        109600;TRUE;
25-1069;Social sciences teachers, postsecondary, all other;;          5460;       9.7;*;         70000;           2.9;*;*;*;*;*;         27760;         44130;         61190;         88150;        121710;TRUE;
25-1071;Health specialties teachers, postsecondary;;        114070;       3.0;*;         95440;           1.8;*;*;*;*;*;         37890;         53730;         80700;        125220;#;TRUE;
25-1072;Nursing instructors and teachers, postsecondary;;         42660;       2.4;*;         60850;           0.6;*;*;*;*;*;         36020;         45660;         57500;         73150;         92350;TRUE;
25-1081;Education teachers, postsecondary;;         54420;       2.4;*;         59250;           1.2;*;*;*;*;*;         29060;         39580;         54220;         72560;         98860;TRUE;
25-1082;Library science teachers, postsecondary;;          4080;       6.6;*;         59690;           1.5;*;*;*;*;*;         34850;         44670;         56810;         71810;         88580;TRUE;
25-1111;Criminal justice and law enforcement teachers, postsecondary;;         11110;       3.1;*;         57510;           1.3;*;*;*;*;*;         30420;         39600;         51060;         66680;         95270;TRUE;
25-1112;Law teachers, postsecondary;;         12610;       6.1;*;         95510;           1.7;*;*;*;*;*;         39670;         57470;         87730;        125120;#;TRUE;
25-1113;Social work teachers, postsecondary;;          7510;       2.7;*;         61140;           1.3;*;*;*;*;*;         33840;         43900;         56240;         73850;         96090;TRUE;
25-1121;Art, drama, and music teachers, postsecondary;;         73890;       2.4;*;         61050;           0.9;*;*;*;*;*;         30340;         41520;         55190;         74410;         99250;TRUE;
25-1122;Communications teachers, postsecondary;;         23690;       2.1;*;         58610;           0.8;*;*;*;*;*;         29700;         40940;         54720;         72490;         94100;TRUE;
25-1123;English language and literature teachers, postsecondary;;         60910;       1.5;*;         60580;           0.8;*;*;*;*;*;         30680;         40730;         54000;         74270;        100110;TRUE;
25-1124;Foreign language and literature teachers, postsecondary;;         25100;       2.8;*;         62540;           3.6;*;*;*;*;*;         30590;         40260;         53610;         74210;        105170;TRUE;
25-1125;History teachers, postsecondary;;         20760;       2.0;*;         65410;           1.5;*;*;*;*;*;         33540;         44950;         59160;         79000;        105090;TRUE;
25-1126;Philosophy and religion teachers, postsecondary;;         18140;       3.2;*;         61700;           0.9;*;*;*;*;*;         32640;         42720;         56380;         75030;         98820;TRUE;
25-1191;Graduate teaching assistants;;        119790;       6.2;*;         30080;           1.5;*;*;*;*;*;         15660;         20730;         28060;         37570;         47300;TRUE;
25-1192;Home economics teachers, postsecondary;;          4770;       4.0;*;         63790;           1.7;*;*;*;*;*;         29510;         41650;         58170;         79320;        104900;TRUE;
25-1193;Recreation and fitness studies teachers, postsecondary;;         17500;       2.6;*;         57540;           1.5;*;*;*;*;*;         26790;         37380;         52170;         71910;         97550;TRUE;
25-1194;Vocational education teachers, postsecondary;;        112300;       1.7;         23.63;         49150;           0.9;         12.68;         16.43;         22.05;         29.06;         36.99;         26380;         34170;         45850;         60450;         76940;;
25-1199;Postsecondary teachers, all other;;        265500;       2.6;*;         71950;           1.5;*;*;*;*;*;         32870;         45200;         62760;         89590;        123830;TRUE;
25-2011;Preschool teachers, except special education;;        380930;       1.0;         12.40;         25800;           0.5;          7.39;          8.74;         11.12;         14.66;         19.39;         15380;         18180;         23130;         30490;         40330;;
25-2012;Kindergarten teachers, except special education;;        170880;       1.6;*;         47750;           1.1;*;*;*;*;*;         29300;         36150;         45120;         57690;         72130;TRUE;
25-2021;Elementary school teachers, except special education;;       1538030;       0.7;*;         50040;           0.6;*;*;*;*;*;         31480;         38130;         47330;         60070;         74670;TRUE;
25-2022;Middle school teachers, except special and vocational education;;        652560;       0.9;*;         50630;           0.4;*;*;*;*;*;         32630;         38870;         47900;         60460;         75010;TRUE;
25-2023;Vocational education teachers, middle school;;         15260;       2.7;*;         48460;           0.8;*;*;*;*;*;         32060;         37690;         46290;         57610;         70160;TRUE;
25-2031;Secondary school teachers, except special and vocational education;;       1058870;       0.8;*;         52450;           0.4;*;*;*;*;*;         32920;         39780;         49420;         62980;         78100;TRUE;
25-2032;Vocational education teachers, secondary school;;         97550;       1.9;*;         52250;           0.5;*;*;*;*;*;         34040;         40920;         50090;         62310;         75770;TRUE;
25-2041;Special education teachers, preschool, kindergarten, and elementary school;;        219930;       1.1;*;         51230;           0.7;*;*;*;*;*;         32700;         39170;         48350;         61420;         75900;TRUE;
25-2042;Special education teachers, middle school;;        100160;       1.4;*;         51610;           0.8;*;*;*;*;*;         33690;         40060;         48940;         61140;         75630;TRUE;
25-2043;Special education teachers, secondary school;;        141330;       1.1;*;         53020;           0.7;*;*;*;*;*;         33930;         40310;         49640;         63280;         78900;TRUE;
25-3011;Adult literacy, remedial education, and GED teachers and instructors;;         72240;       2.4;         23.00;         47830;           2.1;         12.17;         16.10;         21.50;         28.40;         37.41;         25310;         33480;         44710;         59080;         77820;;
25-3021;Self-enrichment education teachers;;        156960;       1.9;         19.04;         39600;           0.9;          8.91;         11.99;         16.62;         24.27;         31.96;         18530;         24950;         34580;         50480;         66470;;
25-3099;Teachers and instructors, all other;;        555460;       1.1;*;         37840;           1.6;*;*;*;*;*;         16900;         21690;         30020;         46890;         67690;TRUE;
25-4011;Archivists;;          5420;       4.5;         22.32;         46420;           1.5;         12.66;         15.95;         20.73;         27.59;         35.12;         26330;         33170;         43110;         57390;         73050;;
25-4012;Curators;;         10120;       2.8;         24.06;         50040;           1.1;         12.55;         16.49;         22.11;         29.86;         38.67;         26100;         34290;         46000;         62100;         80420;;
25-4013;Museum technicians and conservators;;          9950;       2.8;         18.84;         39180;           1.7;         10.40;         13.08;         17.00;         22.71;         30.11;         21630;         27200;         35350;         47230;         62640;;
25-4021;Librarians;;        148800;       0.8;         25.41;         52850;           0.3;         15.36;         19.58;         24.51;         30.50;         37.47;         31960;         40730;         50970;         63440;         77930;;
25-4031;Library technicians;;        114150;       1.4;         13.96;         29040;           0.5;          7.90;         10.13;         13.31;         17.14;         21.32;         16430;         21070;         27680;         35640;         44350;;
25-9011;Audio-visual collections specialists;;          6530;       2.7;         21.04;         43770;           1.0;         10.70;         14.61;         20.42;         27.23;         32.79;         22260;         30380;         42480;         56640;         68200;;
25-9021;Farm and home management advisors;;         12050;       4.7;         21.30;         44300;           1.7;         10.38;         14.98;         20.11;         26.61;         33.84;         21590;         31160;         41830;         55340;         70380;;
25-9031;Instructional coordinators;;        117940;       1.3;         27.92;         58070;           0.6;         14.70;         19.52;         26.57;         35.22;         43.86;         30580;         40600;         55270;         73260;         91220;;
25-9041;Teacher assistants;;       1251610;       0.6;*;         22820;           0.6;*;*;*;*;*;         14650;         17080;         21580;         27340;         33050;TRUE;
25-9099;Education, training, and library workers, all other;;         98790;       1.4;         17.77;         36950;           1.5;          7.86;         10.74;         15.88;         22.08;         31.10;         16350;         22340;         33030;         45930;         64680;;
27-0000;Arts, design, entertainment, sports, and media occupations;major;       1761270;       0.8;         23.27;         48410;           0.6;          8.83;         12.92;         19.28;         28.80;         41.47;         18360;         26860;         40100;         59910;         86260;;
27-1011;Art directors;;         32290;       2.5;         40.01;         83230;           1.1;         19.04;         24.69;         34.77;         49.11;         69.41;         39600;         51350;         72320;        102160;        144380;;
27-1012;Craft artists;;          5390;       7.8;         14.48;         30110;           3.0;          7.28;          9.21;         12.59;         17.85;         24.50;         15150;         19160;         26200;         37140;         50960;;
27-1013;Fine artists, including painters, sculptors, and illustrators;;         10500;       5.5;         23.13;         48110;           3.3;          8.97;         13.56;         20.23;         28.89;         40.30;         18650;         28200;         42070;         60090;         83820;;
27-1014;Multi-media artists and animators;;         29440;       4.4;         29.33;         61010;           2.4;         14.72;         19.55;         26.23;         35.87;         47.14;         30620;         40670;         54550;         74600;         98050;;
27-1019;Artists and related workers, all other;;          7910;       5.5;         24.29;         50520;           4.0;          8.87;         14.11;         21.53;         33.18;         43.68;         18450;         29340;         44790;         69020;         90860;;
27-1021;Commercial and industrial designers;;         34800;       3.5;         29.11;         60540;           1.4;         15.10;         20.08;         27.19;         36.22;         45.97;         31400;         41770;         56550;         75330;         95620;;
27-1022;Fashion designers;;         16460;       5.6;         34.22;         71170;           3.1;         15.07;         20.17;         30.20;         43.05;         58.48;         31340;         41950;         62810;         89550;        121640;;
27-1023;Floral designers;;         59530;       1.7;         11.51;         23950;           0.7;          7.54;          8.76;         10.84;         13.79;         16.79;         15680;         18220;         22540;         28680;         34930;;
27-1024;Graphic designers;;        201080;       1.2;         21.80;         45340;           0.5;         12.06;         15.20;         19.85;         26.45;         34.73;         25090;         31620;         41280;         55030;         72230;;
27-1025;Interior designers;;         52620;       2.7;         24.13;         50190;           1.4;         12.46;         16.10;         21.14;         28.94;         39.32;         25920;         33480;         43970;         60200;         81800;;
27-1026;Merchandise displayers and window trimmers;;         68660;       2.8;         13.16;         27370;           0.7;          7.84;          9.49;         11.94;         15.30;         20.08;         16300;         19730;         24830;         31830;         41770;;
27-1027;Set and exhibit designers;;          8620;       7.4;         22.89;         47620;           2.0;         11.35;         15.12;         20.78;         29.54;         37.61;         23600;         31450;         43220;         61440;         78220;;
27-1029;Designers, all other;;         11890;       5.4;         24.24;         50420;           2.2;         10.50;         14.33;         21.01;         31.26;         42.55;         21830;         29800;         43710;         65020;         88510;;
27-2011;Actors;;         44860;       6.0;         23.91;*;           6.1;          7.71;          8.92;         14.28;         25.01;         58.27;*;*;*;*;*;;TRUE
27-2012;Producers and directors;;         72390;       4.5;         37.05;         77070;           3.0;         13.94;         19.14;         29.37;         46.48;#;         28980;         39820;         61090;         96670;#;;
27-2021;Athletes and sports competitors;;         12670;       5.6;*;         71920;           4.7;*;*;*;*;*;         15210;         21690;         38440;         83150;#;TRUE;
27-2022;Coaches and scouts;;        165410;       1.7;*;         34720;           1.0;*;*;*;*;*;         14860;         17970;         27840;         42680;         61320;TRUE;
27-2023;Umpires, referees, and other sports officials;;         13630;       4.4;*;         29850;           2.1;*;*;*;*;*;         14930;         17840;         24770;         35290;         48150;TRUE;
27-2031;Dancers;;         12530;       7.0;         14.74;*;           3.6;          7.17;          7.75;         10.72;         17.85;         28.01;*;*;*;*;*;;TRUE
27-2032;Choreographers;;         15250;       7.0;         19.04;         39600;           2.6;          7.99;         10.91;         17.11;         25.13;         31.44;         16620;         22700;         35580;         52270;         65400;;
27-2041;Music directors and composers;;          9110;       4.8;         25.95;         53970;           5.5;          7.74;         12.99;         19.30;         28.94;         53.60;         16110;         27020;         40150;         60200;        111490;;
27-2042;Musicians and singers;;         47520;       3.6;         27.27;*;           3.0;          7.33;         10.80;         19.92;         35.70;         58.46;*;*;*;*;*;;TRUE
27-2099;Entertainers and performers, sports and related workers, all other;;         32040;      21.9;         15.67;*;           4.0;          7.73;          8.73;         13.99;         18.28;         27.62;*;*;*;*;*;;TRUE
27-3011;Radio and television announcers;;         39500;       2.3;         18.92;         39360;           2.8;          7.11;          8.65;         12.53;         19.54;         36.07;         14790;         17990;         26060;         40650;         75020;;
27-3012;Public address system and other announcers;;          8490;       5.0;         17.26;         35890;           4.3;          7.19;          8.63;         12.43;         20.69;         33.87;         14960;         17940;         25860;         43040;         70460;;
27-3021;Broadcast news analysts;;          6550;       4.5;         33.83;         70370;           2.1;         10.81;         14.82;         23.59;         43.21;#;         22480;         30830;         49060;         89870;#;;
27-3022;Reporters and correspondents;;         51620;       2.0;         20.76;         43170;           1.4;          9.34;         12.14;         16.68;         25.20;         36.65;         19440;         25250;         34690;         52420;         76230;;
27-3031;Public relations specialists;;        225880;       1.0;         27.45;         57100;           0.6;         14.22;         17.99;         23.94;         33.37;         45.49;         29580;         37420;         49800;         69410;         94620;;
27-3041;Editors;;        105920;       1.8;         26.45;         55020;           1.1;         13.15;         17.17;         23.23;         32.10;         43.94;         27360;         35710;         48320;         66770;         91390;;
27-3042;Technical writers;;         46740;       1.8;         30.18;         62780;           0.7;         17.54;         22.44;         29.04;         36.85;         45.46;         36490;         46680;         60390;         76650;         94550;;
27-3043;Writers and authors;;         44310;       2.6;         28.90;         60120;           1.8;         12.76;         17.49;         24.36;         33.83;         48.04;         26530;         36370;         50660;         70370;         99910;;
27-3091;Interpreters and translators;;         33680;       2.7;         20.05;         41690;           1.7;         10.34;         13.49;         18.02;         24.36;         32.25;         21500;         28050;         37490;         50660;         67070;;
27-3099;Media and communication workers, all other;;         24420;       4.0;         21.98;         45720;           1.5;         10.88;         15.06;         20.07;         26.83;         36.24;         22620;         31330;         41740;         55800;         75370;;
27-4011;Audio and video equipment technicians;;         40360;       3.2;         18.88;         39260;           1.3;          9.83;         12.81;         17.33;         23.18;         29.98;         20450;         26650;         36050;         48220;         62360;;
27-4012;Broadcast technicians;;         34250;       2.5;         18.00;         37440;           1.1;          8.20;         10.82;         15.50;         23.17;         32.01;         17060;         22500;         32230;         48190;         66570;;
27-4013;Radio operators;;          1110;      10.2;         19.54;         40650;           3.7;         10.12;         14.58;         19.33;         24.43;         28.86;         21050;         30320;         40210;         50820;         60020;;
27-4014;Sound engineering technicians;;         15490;       9.2;         26.07;         54220;           2.2;         11.24;         15.43;         22.38;         35.39;         46.55;         23370;         32090;         46550;         73620;         96830;;
27-4021;Photographers;;         62370;       2.1;         16.35;         34010;           1.8;          7.77;          9.36;         13.32;         19.85;         28.79;         16170;         19470;         27720;         41280;         59890;;
27-4031;Camera operators, television, video, and motion picture;;         19990;       6.6;         22.39;         46570;           2.1;         10.12;         13.88;         20.12;         28.19;         37.66;         21050;         28860;         41850;         58630;         78330;;
27-4032;Film and video editors;;         17410;       7.1;         29.42;         61180;           3.0;         11.67;         15.45;         23.02;         37.11;         54.61;         24270;         32140;         47870;         77180;        113580;;
27-4099;Media and communication equipment workers, all other;;         18580;       5.3;         26.00;         54090;           1.3;         10.89;         16.41;         24.93;         34.98;         43.67;         22650;         34130;         51860;         72760;         90840;;
29-0000;Healthcare practitioners and technical occupations;major;       6877680;       0.3;         31.26;         65020;           0.2;         13.42;         18.73;         26.17;         36.05;         53.94;         27910;         38950;         54440;         74970;        112190;;
29-1011;Chiropractors;;         27190;       2.8;         39.13;         81390;           2.1;         15.64;         21.95;         31.68;         47.06;#;         32530;         45660;         65890;         97880;#;;
29-1021;Dentists, general;;         85260;       1.6;         70.68;        147010;           0.9;         34.38;         48.10;         66.17;#;#;         71520;        100040;        137630;#;#;;
29-1022;Oral and maxillofacial surgeons;;          5040;       8.1;         85.79;        178440;           4.0;         30.70;         68.60;#;#;#;         63850;        142690;#;#;#;;
29-1023;Orthodontists;;          5350;       8.6;         89.11;        185340;           2.9;         46.03;#;#;#;#;         95740;#;#;#;#;;
29-1024;Prosthodontists;;           380;      24.0;         81.42;        169360;           8.4;         36.27;         58.86;#;#;#;         75450;        122440;#;#;#;;
29-1029;Dentists, all other specialists;;          4490;       8.7;         57.87;        120360;           3.4;         20.45;         26.03;         50.69;#;#;         42540;         54150;        105440;#;#;;
29-1031;Dietitians and nutritionists;;         52800;       1.6;         24.05;         50030;           0.5;         15.30;         19.32;         23.56;         28.65;         34.20;         31830;         40180;         49010;         59580;         71130;;
29-1041;Optometrists;;         24900;       2.6;         48.96;        101840;           1.3;         23.07;         32.98;         45.09;         58.61;#;         47980;         68590;         93800;        121910;#;;
29-1051;Pharmacists;;        253110;       0.7;         47.58;         98960;           0.2;         35.10;         42.34;         48.31;         55.30;         60.78;         73010;         88060;        100480;        115030;        126410;;
29-1061;Anesthesiologists;;         31030;       4.7;         92.68;        192780;           1.5;         56.88;#;#;#;#;        118320;#;#;#;#;;
29-1062;Family and general practitioners;;        113250;       1.7;         73.86;        153640;           1.0;         32.40;         54.56;#;#;#;         67400;        113480;#;#;#;;
29-1063;Internists, general;;         46260;       2.8;         80.42;        167270;           1.2;         42.85;         62.86;#;#;#;         89130;        130750;#;#;#;;
29-1064;Obstetricians and gynecologists;;         21340;       4.5;         88.27;        183600;           1.5;         48.45;#;#;#;#;        100770;#;#;#;#;;
29-1065;Pediatricians, general;;         28890;       3.9;         69.81;        145210;           1.7;         32.42;         52.07;         67.64;#;#;         67430;        108310;        140690;#;#;;
29-1066;Psychiatrists;;         21790;       3.0;         70.97;        147620;           1.5;         28.41;         50.20;#;#;#;         59090;        104410;#;#;#;;
29-1067;Surgeons;;         50260;       2.8;         92.03;        191410;           1.1;         50.20;#;#;#;#;        104410;#;#;#;#;;
29-1069;Physicians and surgeons, all other;;        237400;       1.5;         74.59;        155150;           1.0;         23.05;         45.45;#;#;#;         47930;         94540;#;#;#;;
29-1071;Physician assistants;;         67160;       1.7;         37.41;         77800;           0.6;         22.47;         31.56;         37.72;         44.86;         50.81;         46750;         65640;         78450;         93310;        105680;;
29-1081;Podiatrists;;          9320;       5.0;         57.59;        119790;           2.5;         21.76;         34.32;         53.13;#;#;         45260;         71380;        110510;#;#;;
29-1111;Registered nurses;;       2468340;       0.5;         30.04;         62480;           0.2;         20.20;         23.95;         28.85;         35.18;         41.97;         42020;         49810;         60010;         73170;         87310;;
29-1121;Audiologists;;         11360;       4.6;         30.61;         63660;           2.1;         18.46;         23.27;         28.58;         35.91;         45.84;         38390;         48400;         59440;         74690;         95360;;
29-1122;Occupational therapists;;         91920;       1.4;         31.51;         65540;           0.5;         20.35;         25.46;         30.67;         37.36;         45.28;         42330;         52950;         63790;         77710;         94170;;
29-1123;Physical therapists;;        161850;       1.0;         34.39;         71520;           0.3;         23.33;         27.83;         33.54;         39.49;         48.12;         48530;         57880;         69760;         82140;        100080;;
29-1124;Radiation therapists;;         14620;       4.1;         34.61;         71990;           1.3;         22.40;         27.46;         33.66;         40.31;         47.21;         46580;         57110;         70010;         83850;         98190;;
29-1125;Recreational therapists;;         23240;       1.6;         18.43;         38330;           0.6;         10.43;         13.60;         17.76;         22.75;         27.90;         21700;         28290;         36940;         47320;         58030;;
29-1126;Respiratory therapists;;        101180;       1.2;         24.49;         50930;           0.3;         17.62;         20.57;         24.07;         28.38;         32.06;         36650;         42780;         50070;         59040;         66680;;
29-1127;Speech-language pathologists;;        103810;       1.1;         30.64;         63740;           0.4;         19.33;         23.45;         29.18;         36.63;         45.55;         40200;         48780;         60690;         76200;         94740;;
29-1129;Therapists, all other;;         11580;       4.3;         25.45;         52930;           2.0;         13.10;         17.84;         24.10;         30.37;         38.50;         27250;         37110;         50120;         63170;         80080;;
29-1131;Veterinarians;;         50790;       1.4;         40.43;         84090;           1.0;         21.22;         28.22;         36.17;         47.33;         64.87;         44150;         58710;         75230;         98450;        134920;;
29-1199;Health diagnosing and treating practitioners, all other;;         44350;       4.0;         38.93;         80980;           2.7;         17.44;         22.40;         30.64;         47.83;#;         36280;         46590;         63730;         99490;#;;
29-2011;Medical and clinical laboratory technologists;;        163270;       1.0;         25.20;         52410;           0.3;         17.05;         20.77;         24.87;         29.40;         34.63;         35460;         43200;         51720;         61140;         72040;;
29-2012;Medical and clinical laboratory technicians;;        145890;       1.4;         17.36;         36110;           0.4;         10.90;         13.22;         16.48;         20.65;         25.09;         22670;         27500;         34270;         42960;         52190;;
29-2021;Dental hygienists;;        168600;       1.1;         31.21;         64910;           0.5;         20.42;         25.62;         31.12;         36.96;         43.07;         42480;         53280;         64740;         76870;         89590;;
29-2031;Cardiovascular technologists and technicians;;         46980;       1.3;         22.37;         46530;           0.5;         11.85;         15.15;         21.61;         28.32;         34.37;         24650;         31520;         44940;         58900;         71490;;
29-2032;Diagnostic medical sonographers;;         46770;       1.5;         29.13;         60590;           0.4;         20.31;         24.39;         28.78;         34.14;         39.07;         42250;         50720;         59860;         71010;         81260;;
29-2033;Nuclear medicine technologists;;         20410;       1.7;         31.43;         65380;           0.4;         22.78;         26.71;         31.09;         36.31;         40.86;         47370;         55560;         64670;         75520;         84980;;
29-2034;Radiologic technologists and technicians;;        200370;       0.9;         24.59;         51150;           0.2;         16.30;         19.84;         24.16;         29.10;         34.42;         33910;         41270;         50260;         60540;         71600;;
29-2041;Emergency medical technicians and paramedics;;        201200;       1.3;         14.84;         30870;           0.6;          8.73;         10.75;         13.66;         17.76;         22.83;         18150;         22360;         28400;         36940;         47480;;
29-2051;Dietetic technicians;;         24540;       2.1;         12.83;         26680;           0.7;          7.97;          9.40;         11.90;         15.47;         18.85;         16570;         19560;         24750;         32170;         39200;;
29-2052;Pharmacy technicians;;        301950;       0.7;         13.25;         27560;           0.2;          8.90;         10.53;         12.85;         15.43;         18.37;         18520;         21900;         26720;         32100;         38210;;
29-2053;Psychiatric technicians;;         60690;       1.7;         15.21;         31640;           1.1;          9.55;         11.17;         14.27;         18.68;         22.93;         19860;         23230;         29670;         38860;         47690;;
29-2054;Respiratory therapy technicians;;         17610;       2.2;         20.00;         41590;           0.6;         12.87;         15.99;         19.52;         23.83;         28.50;         26760;         33250;         40590;         49570;         59290;;
29-2055;Surgical technologists;;         86000;       1.2;         18.66;         38800;           0.4;         12.81;         15.10;         18.05;         21.75;         25.27;         26650;         31410;         37540;         45250;         52550;;
29-2056;Veterinary technologists and technicians;;         73240;       1.7;         13.90;         28920;           0.7;          9.06;         10.88;         13.45;         16.39;         19.50;         18840;         22640;         27970;         34090;         40550;;
29-2061;Licensed practical and licensed vocational nurses;;        719240;       0.5;         18.72;         38940;           0.2;         13.16;         15.53;         18.24;         21.78;         25.08;         27370;         32310;         37940;         45300;         52160;;
29-2071;Medical records and health information technicians;;        165590;       1.1;         15.12;         31450;           0.3;          9.46;         11.24;         14.08;         18.09;         22.81;         19690;         23380;         29290;         37630;         47440;;
29-2081;Opticians, dispensing;;         62420;       2.2;         16.10;         33480;           0.8;          9.76;         11.93;         15.11;         19.34;         23.63;         20300;         24810;         31430;         40240;         49160;;
29-2091;Orthotists and prosthetists;;          5600;       7.4;         30.90;         64280;           2.6;         15.22;         20.15;         29.10;         37.87;         48.23;         31670;         41920;         60520;         78760;        100310;;
29-2099;Health technologists and technicians, all other;;         73730;       1.7;         19.17;         39870;           0.5;         11.25;         13.84;         17.61;         23.08;         29.46;         23390;         28780;         36630;         48010;         61270;;
29-9011;Occupational health and safety specialists;;         46460;       1.2;         29.48;         61310;           0.5;         17.31;         22.41;         28.91;         36.15;         43.42;         35990;         46620;         60140;         75200;         90320;;
29-9012;Occupational health and safety technicians;;         10260;       3.9;         22.21;         46200;           1.0;         12.15;         16.30;         21.16;         26.78;         34.44;         25280;         33900;         44020;         55710;         71640;;
29-9091;Athletic trainers;;         14970;       3.5;*;         40720;           1.1;*;*;*;*;*;         23430;         31060;         38360;         47820;         60180;TRUE;
29-9099;Healthcare practitioners and technical workers, all other;;         53640;       2.4;         22.94;         47710;           1.2;         10.50;         13.74;         19.49;         29.63;         41.54;         21830;         28570;         40550;         61640;         86400;;
31-0000;Healthcare support occupations;major;       3625240;       0.4;         12.31;         25600;           0.2;          8.02;          9.42;         11.45;         14.35;         17.89;         16680;         19600;         23820;         29840;         37220;;
31-1011;Home health aides;;        834580;       1.1;         10.03;         20850;           0.3;          7.41;          8.30;          9.62;         11.34;         13.47;         15410;         17260;         20010;         23580;         28010;;
31-1012;Nursing aides, orderlies, and attendants;;       1390260;       0.5;         11.50;         23920;           0.2;          8.10;          9.45;         11.14;         13.36;         15.52;         16850;         19650;         23160;         27780;         32270;;
31-1013;Psychiatric aides;;         58310;       2.2;         12.54;         26080;           1.1;          8.02;          9.61;         12.25;         14.99;         17.92;         16690;         19990;         25470;         31190;         37270;;
31-2011;Occupational therapist assistants;;         25130;       2.8;         21.72;         45180;           0.6;         13.40;         17.45;         21.66;         26.03;         29.95;         27870;         36300;         45050;         54140;         62290;;
31-2012;Occupational therapist aides;;          7640;       5.5;         13.91;         28930;           1.2;          8.73;         10.34;         12.54;         15.73;         21.96;         18150;         21510;         26080;         32710;         45670;;
31-2021;Physical therapist assistants;;         59120;       1.5;         21.32;         44340;           0.5;         13.36;         17.27;         21.22;         25.16;         29.49;         27800;         35920;         44130;         52340;         61340;;
31-2022;Physical therapist aides;;         43350;       2.3;         11.58;         24080;           0.6;          8.05;          9.31;         11.05;         13.33;         15.78;         16740;         19360;         22990;         27740;         32820;;
31-9011;Massage therapists;;         45920;       3.2;         19.39;         40330;           2.3;          7.69;         11.18;         16.76;         24.74;         34.06;         16000;         23240;         34870;         51460;         70840;;
31-9091;Dental assistants;;        283680;       0.7;         15.52;         32280;           0.4;         10.36;         12.60;         15.17;         18.23;         21.60;         21550;         26200;         31550;         37910;         44930;;
31-9092;Medical assistants;;        434540;       0.8;         13.59;         28270;           0.3;          9.54;         11.03;         13.19;         15.51;         18.50;         19850;         22940;         27430;         32250;         38490;;
31-9093;Medical equipment preparers;;         43790;       1.4;         13.43;         27940;           0.4;          9.37;         10.84;         13.00;         15.45;         18.43;         19490;         22540;         27040;         32130;         38330;;
